Gene A,Gene B,Phenotype
SPAC10F6.14C,SPAC12B10.03,0
SPAC10F6.14C,SPAC1399.05C,0
SPAC10F6.14C,SPAC17A5.02C,0
SPAC10F6.14C,SPAC17G6.05C,1
SPAC10F6.14C,SPAC1805.06C,1
SPAC10F6.14C,SPAC1834.05,0
SPAC10F6.14C,SPAC18G6.12C,0
SPAC10F6.14C,SPAC1952.02,0
SPAC10F6.14C,SPAC19B12.08,0
SPAC10F6.14C,SPAC1D4.09C,0
SPAC10F6.14C,SPAC1F3.07C,0
SPAC10F6.14C,SPAC20H4.07,0
SPAC10F6.14C,SPAC20H4.11C,0
SPAC10F6.14C,SPAC227.04,0
SPAC10F6.14C,SPAC23A1.06C,1
SPAC10F6.14C,SPAC26H5.05,1
SPAC10F6.14C,SPAC27E2.04C,1
SPAC10F6.14C,SPAC27E2.07,0
SPAC10F6.14C,SPAC29B12.04,0
SPAC10F6.14C,SPAC2E1P3.02C,0
SPAC10F6.14C,SPAC2F3.11,1
SPAC10F6.14C,SPAC2F7.08C,0
SPAC10F6.14C,SPAC323.03C,1
SPAC10F6.14C,SPAC4G9.10,0
SPAC10F6.14C,SPAC630.10,0
SPAC10F6.14C,SPAC630.13C,0
SPAC10F6.14C,SPAC6B12.06C,1
SPAC10F6.14C,SPAC6G10.08,1
SPAC10F6.14C,SPAC869.03C,0
SPAC10F6.14C,SPAP32A8.02,0
SPAC10F6.14C,SPAPB1A10.12C,0
SPAC10F6.14C,SPAPB1E7.11C,0
SPAC10F6.14C,SPAPJ691.03,1
SPAC10F6.14C,SPBC1198.11C,1
SPAC10F6.14C,SPBC1271.14,1
SPAC10F6.14C,SPBC1289.06C,0
SPAC10F6.14C,SPBC1539.08,0
SPAC10F6.14C,SPBC15D4.07C,1
SPAC10F6.14C,SPBC1683.06C,0
SPAC10F6.14C,SPBC16E9.14C,0
SPAC10F6.14C,SPBC16H5.12C,0
SPAC10F6.14C,SPBC1734.07C,0
SPAC10F6.14C,SPBC1734.12C,0
SPAC10F6.14C,SPBC18H10.11C,0
SPAC10F6.14C,SPBC21C3.02C,1
SPAC10F6.14C,SPBC21C3.18,0
SPAC10F6.14C,SPBC27.06C,1
SPAC10F6.14C,SPBC28E12.04,0
SPAC10F6.14C,SPBC2G2.13C,1
SPAC10F6.14C,SPBC30B4.06C,0
SPAC10F6.14C,SPBC317.01,0
SPAC10F6.14C,SPBC31F10.12,0
SPAC10F6.14C,SPBC428.02C,0
SPAC10F6.14C,SPBC4F6.10,0
SPAC10F6.14C,SPBC530.05,0
SPAC10F6.14C,SPBC56F2.08C,0
SPAC10F6.14C,SPBC646.13,1
SPAC10F6.14C,SPBC83.02C,0
SPAC10F6.14C,SPBC8D2.17,0
SPAC10F6.14C,SPBP26C9.02C,0
SPAC10F6.14C,SPBP35G2.07,0
SPAC10F6.14C,SPCC126.04C,1
SPAC10F6.14C,SPCC1672.04C,1
SPAC10F6.14C,SPCC1672.06C,1
SPAC10F6.14C,SPCC18B5.06,1
SPAC10F6.14C,SPCC24B10.17,1
SPAC10F6.14C,SPCC24B10.18,0
SPAC10F6.14C,SPCC285.14,0
SPAC10F6.14C,SPCC306.11,0
SPAC10F6.14C,SPCC553.01C,0
SPAC10F6.14C,SPCC594.06C,0
SPAC10F6.14C,SPCC736.02,1
SPAC10F6.14C,SPCC74.06,1
SPAC10F6.14C,SPCC757.09C,1
SPAC10F6.14C,SPCC895.09C,1
SPAC10F6.14C,SPCPB16A4.06C,1
SPAC110.03,SPAC17G8.10C,0
SPAC110.03,SPAC17G8.14C,0
SPAC110.03,SPAC32A11.02C,0
SPAC110.03,SPAC4G8.11C,1
SPAC110.03,SPAC6C3.04,0
SPAC110.03,SPAC823.09C,0
SPAC110.03,SPAC8C9.16C,1
SPAC110.03,SPBC26H8.03,1
SPAC110.03,SPBC32H8.07,1
SPAC110.03,SPCC1753.02C,1
SPAC110.03,SPCC4G3.04C,1
SPAC110.03,SPCPB1C11.01,1
SPAC1142.03C,SPAC11H11.05C,1
SPAC1142.03C,SPAC12B10.07,0
SPAC1142.03C,SPAC1687.05,1
SPAC1142.03C,SPAC1687.15,1
SPAC1142.03C,SPAC1782.09C,1
SPAC1142.03C,SPAC17A5.02C,0
SPAC1142.03C,SPAC17G8.10C,1
SPAC1142.03C,SPAC17H9.13C,1
SPAC1142.03C,SPAC18G6.15,1
SPAC1142.03C,SPAC19B12.08,1
SPAC1142.03C,SPAC222.16C,1
SPAC1142.03C,SPAC227.10,0
SPAC1142.03C,SPAC227.14,0
SPAC1142.03C,SPAC22H12.05C,0
SPAC1142.03C,SPAC23C4.12,1
SPAC1142.03C,SPAC27F1.05C,1
SPAC1142.03C,SPAC4C5.02C,1
SPAC1142.03C,SPAC4G8.10,1
SPAC1142.03C,SPAC4G9.20C,0
SPAC1142.03C,SPAC644.08,0
SPAC1142.03C,SPAC664.01C,1
SPAC1142.03C,SPAC6F6.11C,1
SPAC1142.03C,SPAC6G9.12,0
SPAC1142.03C,SPAPB1E7.05,0
SPAC1142.03C,SPAPJ695.01C,1
SPAC1142.03C,SPBC13G1.08C,1
SPAC1142.03C,SPBC16H5.12C,1
SPAC1142.03C,SPBC18H10.10C,0
SPAC1142.03C,SPBC1D7.03,0
SPAC1142.03C,SPBC21C3.02C,1
SPAC1142.03C,SPBC32H8.07,0
SPAC1142.03C,SPBC337.16,0
SPAC1142.03C,SPBC3B8.07C,1
SPAC1142.03C,SPBC3B8.10C,1
SPAC1142.03C,SPBC3H7.06C,1
SPAC1142.03C,SPBC4B4.04,1
SPAC1142.03C,SPBC660.14,0
SPAC1142.03C,SPBC887.04C,1
SPAC1142.03C,SPBP8B7.27,0
SPAC1142.03C,SPCC11E10.08,1
SPAC1142.03C,SPCC1281.04,0
SPAC1142.03C,SPCC1620.04C,0
SPAC1142.03C,SPCC24B10.12,0
SPAC1142.03C,SPCC4G3.04C,1
SPAC1142.03C,SPCC594.05C,1
SPAC1142.03C,SPCC594.06C,0
SPAC1142.03C,SPCC970.07C,1
SPAC1142.06,SPAC11E3.04C,1
SPAC1142.06,SPAC144.05,1
SPAC1142.06,SPAC17A5.09C,0
SPAC1142.06,SPAC17G8.10C,0
SPAC1142.06,SPAC17G8.14C,0
SPAC1142.06,SPAC17H9.03C,1
SPAC1142.06,SPAC17H9.10C,1
SPAC1142.06,SPAC1805.04,1
SPAC1142.06,SPAC20H4.10,1
SPAC1142.06,SPAC227.05,0
SPAC1142.06,SPAC26H5.05,1
SPAC1142.06,SPAC26H5.09C,1
SPAC1142.06,SPAC29B12.03,1
SPAC1142.06,SPAC2F7.03C,0
SPAC1142.06,SPAC2F7.08C,1
SPAC1142.06,SPAC3C7.14C,0
SPAC1142.06,SPAC3G6.01,1
SPAC1142.06,SPAC3G6.06C,1
SPAC1142.06,SPAC3G9.07C,0
SPAC1142.06,SPAC4G8.05,0
SPAC1142.06,SPAC9G1.03C,1
SPAC1142.06,SPBC106.01,1
SPAC1142.06,SPBC2G5.02C,0
SPAC1142.06,SPBC428.08C,1
SPAC1142.06,SPBC8D2.17,1
SPAC1142.06,SPCC1322.02,1
SPAC1142.06,SPCC1450.11C,0
SPAC1142.06,SPCC970.07C,1
SPAC1142.08,SPAC105.02C,0
SPAC1142.08,SPAC11D3.05,0
SPAC1142.08,SPAC11E3.01C,1
SPAC1142.08,SPAC11E3.04C,1
SPAC1142.08,SPAC11E3.08C,1
SPAC1142.08,SPAC12B10.10,0
SPAC1142.08,SPAC12G12.01C,0
SPAC1142.08,SPAC139.06,0
SPAC1142.08,SPAC16A10.05C,1
SPAC1142.08,SPAC17A5.16,0
SPAC1142.08,SPAC17H9.08,0
SPAC1142.08,SPAC1805.08,0
SPAC1142.08,SPAC1834.03C,0
SPAC1142.08,SPAC18G6.02C,0
SPAC1142.08,SPAC18G6.13,1
SPAC1142.08,SPAC1952.02,1
SPAC1142.08,SPAC1952.03,0
SPAC1142.08,SPAC1952.07,1
SPAC1142.08,SPAC19A8.03,0
SPAC1142.08,SPAC19D5.03,0
SPAC1142.08,SPAC19E9.02,1
SPAC1142.08,SPAC19G12.03,0
SPAC1142.08,SPAC19G12.15C,0
SPAC1142.08,SPAC20G4.02C,0
SPAC1142.08,SPAC20H4.07,0
SPAC1142.08,SPAC20H4.09,0
SPAC1142.08,SPAC20H4.10,1
SPAC1142.08,SPAC222.05C,0
SPAC1142.08,SPAC227.05,1
SPAC1142.08,SPAC22H10.03C,1
SPAC1142.08,SPAC23A1.06C,0
SPAC1142.08,SPAC23A1.19C,1
SPAC1142.08,SPAC23C11.02C,0
SPAC1142.08,SPAC23C11.04C,0
SPAC1142.08,SPAC23D3.12,0
SPAC1142.08,SPAC23H3.05C,1
SPAC1142.08,SPAC24B11.09,0
SPAC1142.08,SPAC25G10.03,1
SPAC1142.08,SPAC26F1.08C,0
SPAC1142.08,SPAC26H5.05,0
SPAC1142.08,SPAC27F1.03C,0
SPAC1142.08,SPAC29A4.02C,1
SPAC1142.08,SPAC29A4.17C,0
SPAC1142.08,SPAC29B12.03,1
SPAC1142.08,SPAC29B12.13,0
SPAC1142.08,SPAC2C4.09,0
SPAC1142.08,SPAC2C4.15C,0
SPAC1142.08,SPAC2E1P5.02C,0
SPAC1142.08,SPAC2F7.03C,1
SPAC1142.08,SPAC2H10.01,0
SPAC1142.08,SPAC31A2.13C,1
SPAC1142.08,SPAC323.03C,0
SPAC1142.08,SPAC328.04,0
SPAC1142.08,SPAC328.05,0
SPAC1142.08,SPAC3H8.09C,0
SPAC1142.08,SPAC4C5.03,0
SPAC1142.08,SPAC4D7.11,0
SPAC1142.08,SPAC4F10.18,1
SPAC1142.08,SPAC4G8.05,0
SPAC1142.08,SPAC4G8.10,0
SPAC1142.08,SPAC589.07C,0
SPAC1142.08,SPAC630.13C,0
SPAC1142.08,SPAC644.11C,1
SPAC1142.08,SPAC694.03,0
SPAC1142.08,SPAC6G10.08,0
SPAC1142.08,SPAC750.01,1
SPAC1142.08,SPAC767.01C,0
SPAC1142.08,SPAC7D4.12C,0
SPAC1142.08,SPAC806.07,0
SPAC1142.08,SPAC823.14,0
SPAC1142.08,SPAC824.04,1
SPAC1142.08,SPAC8E11.06,0
SPAC1142.08,SPAC9.12C,0
SPAC1142.08,SPAC9E9.04,0
SPAC1142.08,SPAC9E9.09C,1
SPAC1142.08,SPAC9G1.11C,0
SPAC1142.08,SPAP32A8.03C,0
SPAC1142.08,SPAPB1E7.05,0
SPAC1142.08,SPAPB1E7.11C,0
SPAC1142.08,SPAPB8E5.05,0
SPAC1142.08,SPBC1105.09,0
SPAC1142.08,SPBC1198.11C,0
SPAC1142.08,SPBC1289.11,0
SPAC1142.08,SPBC13E7.03C,1
SPAC1142.08,SPBC13G1.08C,1
SPAC1142.08,SPBC1539.08,0
SPAC1142.08,SPBC1685.02C,0
SPAC1142.08,SPBC16H5.11C,0
SPAC1142.08,SPBC1709.04C,0
SPAC1142.08,SPBC1709.14,0
SPAC1142.08,SPBC1734.12C,1
SPAC1142.08,SPBC17A3.10,0
SPAC1142.08,SPBC18H10.11C,1
SPAC1142.08,SPBC215.01,0
SPAC1142.08,SPBC215.02,1
SPAC1142.08,SPBC21D10.10,1
SPAC1142.08,SPBC26H8.03,0
SPAC1142.08,SPBC27.06C,0
SPAC1142.08,SPBC28E12.04,0
SPAC1142.08,SPBC2D10.14C,0
SPAC1142.08,SPBC2G5.02C,0
SPAC1142.08,SPBC32H8.06,0
SPAC1142.08,SPBC336.13C,0
SPAC1142.08,SPBC337.16,0
SPAC1142.08,SPBC342.01C,1
SPAC1142.08,SPBC359.03C,0
SPAC1142.08,SPBC365.16,0
SPAC1142.08,SPBC3B8.05,0
SPAC1142.08,SPBC3B8.10C,1
SPAC1142.08,SPBC3E7.08C,0
SPAC1142.08,SPBC3H7.10,1
SPAC1142.08,SPBC428.08C,0
SPAC1142.08,SPBC4B4.04,1
SPAC1142.08,SPBC530.04,0
SPAC1142.08,SPBC56F2.08C,0
SPAC1142.08,SPBC651.12C,0
SPAC1142.08,SPBC660.14,0
SPAC1142.08,SPBC725.09C,1
SPAC1142.08,SPBC839.02,0
SPAC1142.08,SPBC887.04C,1
SPAC1142.08,SPBC8D2.17,1
SPAC1142.08,SPBP18G5.03,1
SPAC1142.08,SPBP35G2.03C,1
SPAC1142.08,SPBP8B7.08C,0
SPAC1142.08,SPBP8B7.09C,0
SPAC1142.08,SPBPB10D8.04C,0
SPAC1142.08,SPCC1183.11,0
SPAC1142.08,SPCC11E10.08,0
SPAC1142.08,SPCC1223.12C,0
SPAC1142.08,SPCC126.11C,0
SPAC1142.08,SPCC1322.02,0
SPAC1142.08,SPCC1450.05C,0
SPAC1142.08,SPCC1450.08C,0
SPAC1142.08,SPCC162.12,0
SPAC1142.08,SPCC1682.15,0
SPAC1142.08,SPCC16C4.10,0
SPAC1142.08,SPCC1753.02C,1
SPAC1142.08,SPCC18B5.06,0
SPAC1142.08,SPCC24B10.09,0
SPAC1142.08,SPCC24B10.12,1
SPAC1142.08,SPCC285.13C,0
SPAC1142.08,SPCC285.14,0
SPAC1142.08,SPCC285.17,0
SPAC1142.08,SPCC338.08,1
SPAC1142.08,SPCC4E9.01C,1
SPAC1142.08,SPCC553.03,0
SPAC1142.08,SPCC594.05C,1
SPAC1142.08,SPCC594.07C,0
SPAC1142.08,SPCC63.06,0
SPAC1142.08,SPCC757.04,0
SPAC1142.08,SPCC757.09C,1
SPAC1142.08,SPCC794.09C,0
SPAC1142.08,SPCC970.07C,0
SPAC1142.08,SPCPB16A4.06C,0
SPAC11D3.07C,SPAC1002.17C,1
SPAC11D3.07C,SPAC105.02C,1
SPAC11D3.07C,SPAC1142.08,0
SPAC11D3.07C,SPAC1296.01C,0
SPAC11D3.07C,SPAC12B10.03,1
SPAC11D3.07C,SPAC12B10.05,1
SPAC11D3.07C,SPAC12B10.09,0
SPAC11D3.07C,SPAC139.06,1
SPAC11D3.07C,SPAC14C4.11,1
SPAC11D3.07C,SPAC167.01,0
SPAC11D3.07C,SPAC1687.10,0
SPAC11D3.07C,SPAC1687.15,0
SPAC11D3.07C,SPAC17A5.16,1
SPAC11D3.07C,SPAC17C9.08,0
SPAC11D3.07C,SPAC17H9.06C,1
SPAC11D3.07C,SPAC1834.03C,1
SPAC11D3.07C,SPAC18G6.02C,1
SPAC11D3.07C,SPAC18G6.05C,0
SPAC11D3.07C,SPAC18G6.13,1
SPAC11D3.07C,SPAC19G12.03,0
SPAC11D3.07C,SPAC19G12.15C,0
SPAC11D3.07C,SPAC1B3.06C,1
SPAC11D3.07C,SPAC20H4.09,1
SPAC11D3.07C,SPAC222.05C,0
SPAC11D3.07C,SPAC222.14C,0
SPAC11D3.07C,SPAC22G7.07C,0
SPAC11D3.07C,SPAC23A1.06C,1
SPAC11D3.07C,SPAC23A1.19C,0
SPAC11D3.07C,SPAC23C11.02C,1
SPAC11D3.07C,SPAC25B8.08,0
SPAC11D3.07C,SPAC25H1.03,0
SPAC11D3.07C,SPAC29A4.17C,0
SPAC11D3.07C,SPAC2G11.13,0
SPAC11D3.07C,SPAC2H10.01,0
SPAC11D3.07C,SPAC3C7.09,1
SPAC11D3.07C,SPAC3F10.09,1
SPAC11D3.07C,SPAC3G6.13C,1
SPAC11D3.07C,SPAC3H1.06C,1
SPAC11D3.07C,SPAC4A8.10,0
SPAC11D3.07C,SPAC4C5.01,1
SPAC11D3.07C,SPAC4G8.11C,0
SPAC11D3.07C,SPAC4G9.19,1
SPAC11D3.07C,SPAC4H3.02C,0
SPAC11D3.07C,SPAC56F8.12,1
SPAC11D3.07C,SPAC5D6.09C,1
SPAC11D3.07C,SPAC631.02,1
SPAC11D3.07C,SPAC644.11C,1
SPAC11D3.07C,SPAC6G10.06,1
SPAC11D3.07C,SPAC6G10.10C,0
SPAC11D3.07C,SPAC6G9.01C,1
SPAC11D3.07C,SPAC7D4.04,0
SPAC11D3.07C,SPAC824.08,1
SPAC11D3.07C,SPAC869.06C,1
SPAC11D3.07C,SPAC8C9.09C,0
SPAC11D3.07C,SPAC8E11.06,1
SPAC11D3.07C,SPAC9.11,1
SPAC11D3.07C,SPAP27G11.02,0
SPAC11D3.07C,SPAPB8E5.08,1
SPAC11D3.07C,SPBC1105.02C,0
SPAC11D3.07C,SPBC11C11.10,1
SPAC11D3.07C,SPBC16G5.14C,1
SPAC11D3.07C,SPBC16H5.12C,0
SPAC11D3.07C,SPBC1709.06,1
SPAC11D3.07C,SPBC1709.09,0
SPAC11D3.07C,SPBC1734.15,1
SPAC11D3.07C,SPBC1861.03,0
SPAC11D3.07C,SPBC18H10.11C,1
SPAC11D3.07C,SPBC18H10.16,0
SPAC11D3.07C,SPBC19C2.06C,0
SPAC11D3.07C,SPBC21B10.08C,1
SPAC11D3.07C,SPBC21C3.02C,0
SPAC11D3.07C,SPBC25B2.08,1
SPAC11D3.07C,SPBC25H2.14,1
SPAC11D3.07C,SPBC29A10.02,0
SPAC11D3.07C,SPBC29A3.02C,0
SPAC11D3.07C,SPBC2A9.11C,1
SPAC11D3.07C,SPBC2F12.15C,0
SPAC11D3.07C,SPBC2G2.07C,1
SPAC11D3.07C,SPBC32H8.07,0
SPAC11D3.07C,SPBC336.14C,1
SPAC11D3.07C,SPBC337.03,0
SPAC11D3.07C,SPBC337.04,1
SPAC11D3.07C,SPBC337.09,1
SPAC11D3.07C,SPBC337.16,0
SPAC11D3.07C,SPBC36B7.05C,1
SPAC11D3.07C,SPBC3E7.07C,1
SPAC11D3.07C,SPBC3E7.08C,1
SPAC11D3.07C,SPBC3H7.09,0
SPAC11D3.07C,SPBC3H7.13,1
SPAC11D3.07C,SPBC4F6.10,0
SPAC11D3.07C,SPBC543.10,0
SPAC11D3.07C,SPBC577.11,0
SPAC11D3.07C,SPBC646.08C,0
SPAC11D3.07C,SPBC685.04C,0
SPAC11D3.07C,SPBC6B1.02,0
SPAC11D3.07C,SPBC83.02C,0
SPAC11D3.07C,SPBC839.07,1
SPAC11D3.07C,SPBC839.17C,1
SPAC11D3.07C,SPBC8D2.12C,1
SPAC11D3.07C,SPBP19A11.02C,1
SPAC11D3.07C,SPBP35G2.07,1
SPAC11D3.07C,SPBP8B7.08C,0
SPAC11D3.07C,SPBP8B7.09C,0
SPAC11D3.07C,SPBPB2B2.14C,0
SPAC11D3.07C,SPBPB2B2.19C,0
SPAC11D3.07C,SPBPJ4664.05,0
SPAC11D3.07C,SPCC1223.03C,1
SPAC11D3.07C,SPCC1223.05C,0
SPAC11D3.07C,SPCC1281.07C,0
SPAC11D3.07C,SPCC1393.02C,0
SPAC11D3.07C,SPCC1450.06C,1
SPAC11D3.07C,SPCC1450.08C,0
SPAC11D3.07C,SPCC1494.03,0
SPAC11D3.07C,SPCC16C4.01,0
SPAC11D3.07C,SPCC1739.06C,1
SPAC11D3.07C,SPCC1795.03,1
SPAC11D3.07C,SPCC188.07,0
SPAC11D3.07C,SPCC330.03C,1
SPAC11D3.07C,SPCC330.12C,0
SPAC11D3.07C,SPCC417.07C,0
SPAC11D3.07C,SPCC550.07,1
SPAC11D3.07C,SPCC550.12,0
SPAC11D3.07C,SPCC584.03C,1
SPAC11D3.07C,SPCC594.06C,0
SPAC11D3.07C,SPCC622.06C,1
SPAC11D3.07C,SPCC622.12C,0
SPAC11D3.07C,SPCC63.06,0
SPAC11D3.07C,SPCC70.03C,1
SPAC11D3.07C,SPCC74.06,0
SPAC11D3.07C,SPCC757.12,1
SPAC11D3.07C,SPCC825.04C,0
SPAC11D3.07C,SPCPB16A4.06C,0
SPAC11E3.01C,SPAC1093.01,0
SPAC11E3.01C,SPAC10F6.08C,0
SPAC11E3.01C,SPAC10F6.13C,0
SPAC11E3.01C,SPAC1142.01,0
SPAC11E3.01C,SPAC1142.08,1
SPAC11E3.01C,SPAC11D3.09,1
SPAC11E3.01C,SPAC12D12.09,1
SPAC11E3.01C,SPAC12G12.11C,0
SPAC11E3.01C,SPAC139.06,1
SPAC11E3.01C,SPAC1399.04C,1
SPAC11E3.01C,SPAC1399.05C,1
SPAC11E3.01C,SPAC13A11.04C,1
SPAC11E3.01C,SPAC13C5.06C,0
SPAC11E3.01C,SPAC13G6.10C,1
SPAC11E3.01C,SPAC13G7.04C,1
SPAC11E3.01C,SPAC144.05,1
SPAC11E3.01C,SPAC1565.01,0
SPAC11E3.01C,SPAC15F9.02,0
SPAC11E3.01C,SPAC167.04,1
SPAC11E3.01C,SPAC1687.15,1
SPAC11E3.01C,SPAC1687.22C,1
SPAC11E3.01C,SPAC16C9.05,0
SPAC11E3.01C,SPAC1782.07,0
SPAC11E3.01C,SPAC1782.08C,0
SPAC11E3.01C,SPAC1782.09C,0
SPAC11E3.01C,SPAC17A5.02C,0
SPAC11E3.01C,SPAC17A5.10,1
SPAC11E3.01C,SPAC17G8.10C,1
SPAC11E3.01C,SPAC17H9.03C,1
SPAC11E3.01C,SPAC17H9.08,1
SPAC11E3.01C,SPAC17H9.10C,1
SPAC11E3.01C,SPAC17H9.13C,1
SPAC11E3.01C,SPAC1834.03C,0
SPAC11E3.01C,SPAC18G6.02C,0
SPAC11E3.01C,SPAC18G6.05C,1
SPAC11E3.01C,SPAC18G6.13,0
SPAC11E3.01C,SPAC18G6.15,1
SPAC11E3.01C,SPAC19A8.03,0
SPAC11E3.01C,SPAC19E9.02,0
SPAC11E3.01C,SPAC19G12.15C,1
SPAC11E3.01C,SPAC19G12.16C,0
SPAC11E3.01C,SPAC1A6.03C,0
SPAC11E3.01C,SPAC1D4.09C,0
SPAC11E3.01C,SPAC1F12.04C,0
SPAC11E3.01C,SPAC1F3.06C,1
SPAC11E3.01C,SPAC1F5.03C,1
SPAC11E3.01C,SPAC1F7.08,0
SPAC11E3.01C,SPAC20H4.07,1
SPAC11E3.01C,SPAC20H4.10,1
SPAC11E3.01C,SPAC22A12.01C,1
SPAC11E3.01C,SPAC22A12.11,0
SPAC11E3.01C,SPAC22G7.08,0
SPAC11E3.01C,SPAC23A1.19C,0
SPAC11E3.01C,SPAC23C11.02C,1
SPAC11E3.01C,SPAC23C11.04C,1
SPAC11E3.01C,SPAC23D3.09,0
SPAC11E3.01C,SPAC23D3.12,0
SPAC11E3.01C,SPAC23E2.01,0
SPAC11E3.01C,SPAC23H3.05C,0
SPAC11E3.01C,SPAC23H3.06,0
SPAC11E3.01C,SPAC23H3.08C,0
SPAC11E3.01C,SPAC24B11.08C,0
SPAC11E3.01C,SPAC24B11.12C,1
SPAC11E3.01C,SPAC24C9.12C,0
SPAC11E3.01C,SPAC25B8.05,0
SPAC11E3.01C,SPAC25G10.03,0
SPAC11E3.01C,SPAC26H5.05,0
SPAC11E3.01C,SPAC26H5.09C,1
SPAC11E3.01C,SPAC27F1.03C,1
SPAC11E3.01C,SPAC2E1P3.02C,1
SPAC11E3.01C,SPAC2F3.11,0
SPAC11E3.01C,SPAC2F7.03C,0
SPAC11E3.01C,SPAC31A2.13C,1
SPAC11E3.01C,SPAC31G5.11,1
SPAC11E3.01C,SPAC328.03,0
SPAC11E3.01C,SPAC343.11C,1
SPAC11E3.01C,SPAC3C7.09,1
SPAC11E3.01C,SPAC3G9.07C,0
SPAC11E3.01C,SPAC3H8.04,0
SPAC11E3.01C,SPAC4C5.02C,0
SPAC11E3.01C,SPAC4F10.13C,0
SPAC11E3.01C,SPAC4G9.12,1
SPAC11E3.01C,SPAC4G9.20C,1
SPAC11E3.01C,SPAC4H3.02C,1
SPAC11E3.01C,SPAC57A7.07C,1
SPAC11E3.01C,SPAC630.13C,0
SPAC11E3.01C,SPAC631.02,0
SPAC11E3.01C,SPAC664.02C,0
SPAC11E3.01C,SPAC6G10.08,0
SPAC11E3.01C,SPAC767.01C,0
SPAC11E3.01C,SPAC8C9.11,1
SPAC11E3.01C,SPAC9.02C,1
SPAC11E3.01C,SPAC9.11,1
SPAC11E3.01C,SPAC9E9.03,0
SPAC11E3.01C,SPAC9G1.03C,0
SPAC11E3.01C,SPAP27G11.02,1
SPAC11E3.01C,SPAPJ695.01C,1
SPAC11E3.01C,SPAPYUG7.06,0
SPAC11E3.01C,SPBC106.04,0
SPAC11E3.01C,SPBC1105.09,1
SPAC11E3.01C,SPBC1198.12,0
SPAC11E3.01C,SPBC1289.06C,0
SPAC11E3.01C,SPBC13G1.08C,0
SPAC11E3.01C,SPBC1685.02C,1
SPAC11E3.01C,SPBC16A3.01,0
SPAC11E3.01C,SPBC16E9.12C,0
SPAC11E3.01C,SPBC16E9.14C,0
SPAC11E3.01C,SPBC16E9.16C,0
SPAC11E3.01C,SPBC16H5.11C,0
SPAC11E3.01C,SPBC16H5.12C,0
SPAC11E3.01C,SPBC1734.15,0
SPAC11E3.01C,SPBC1773.14,1
SPAC11E3.01C,SPBC18H10.10C,1
SPAC11E3.01C,SPBC18H10.11C,0
SPAC11E3.01C,SPBC1D7.03,0
SPAC11E3.01C,SPBC20F10.10,1
SPAC11E3.01C,SPBC215.03C,1
SPAC11E3.01C,SPBC215.07C,0
SPAC11E3.01C,SPBC21C3.02C,0
SPAC11E3.01C,SPBC21D10.10,0
SPAC11E3.01C,SPBC27.06C,0
SPAC11E3.01C,SPBC28E12.04,0
SPAC11E3.01C,SPBC2D10.05,0
SPAC11E3.01C,SPBC2D10.14C,1
SPAC11E3.01C,SPBC2G2.07C,0
SPAC11E3.01C,SPBC30B4.06C,0
SPAC11E3.01C,SPBC30B4.08,0
SPAC11E3.01C,SPBC31A8.01C,0
SPAC11E3.01C,SPBC336.13C,0
SPAC11E3.01C,SPBC342.01C,1
SPAC11E3.01C,SPBC342.06C,1
SPAC11E3.01C,SPBC354.03,0
SPAC11E3.01C,SPBC409.08,0
SPAC11E3.01C,SPBC428.02C,0
SPAC11E3.01C,SPBC4F6.10,0
SPAC11E3.01C,SPBC530.05,1
SPAC11E3.01C,SPBC543.03C,1
SPAC11E3.01C,SPBC577.11,0
SPAC11E3.01C,SPBC6B1.02,1
SPAC11E3.01C,SPBC6B1.03C,0
SPAC11E3.01C,SPBC725.09C,1
SPAC11E3.01C,SPBC725.15,0
SPAC11E3.01C,SPBC776.14,0
SPAC11E3.01C,SPBC839.02,0
SPAC11E3.01C,SPBC839.03C,1
SPAC11E3.01C,SPBC8D2.17,1
SPAC11E3.01C,SPBC8E4.02C,1
SPAC11E3.01C,SPBCPT2R1.01C,0
SPAC11E3.01C,SPBP23A10.14C,1
SPAC11E3.01C,SPBP35G2.04C,1
SPAC11E3.01C,SPBP8B7.27,1
SPAC11E3.01C,SPCC1183.11,0
SPAC11E3.01C,SPCC1672.04C,0
SPAC11E3.01C,SPCC1672.06C,0
SPAC11E3.01C,SPCC16C4.20C,0
SPAC11E3.01C,SPCC1795.01C,0
SPAC11E3.01C,SPCC1795.03,0
SPAC11E3.01C,SPCC1840.09,0
SPAC11E3.01C,SPCC24B10.12,1
SPAC11E3.01C,SPCC24B10.16C,0
SPAC11E3.01C,SPCC306.11,0
SPAC11E3.01C,SPCC4G3.19,0
SPAC11E3.01C,SPCC550.11,0
SPAC11E3.01C,SPCC550.12,1
SPAC11E3.01C,SPCC594.05C,0
SPAC11E3.01C,SPCC594.06C,0
SPAC11E3.01C,SPCC622.12C,0
SPAC11E3.01C,SPCC622.15C,1
SPAC11E3.01C,SPCC645.13,1
SPAC11E3.01C,SPCC757.09C,0
SPAC11E3.01C,SPCC794.09C,0
SPAC11E3.01C,SPCC825.04C,1
SPAC11E3.04C,SPAC1142.06,1
SPAC11E3.04C,SPAC1142.08,1
SPAC11E3.04C,SPAC12B10.03,1
SPAC11E3.04C,SPAC13A11.04C,1
SPAC11E3.04C,SPAC1687.05,1
SPAC11E3.04C,SPAC1687.15,1
SPAC11E3.04C,SPAC16C9.05,1
SPAC11E3.04C,SPAC17A5.16,1
